CÓDIGO;RUBRICA;ABATE TETO C.F.ATÉ JAN2004;ABATE TETO C.F. A PARTIR FEV2004
00484;DIF.REAJUSTE INCORPORACOES-CLT;;
00485;FERIAS - DIF.REAJUSTE SALARIO;;
00486;DIFERENCA REAJ MATERNIDADE-CLT;;
00487;DIF.REAJ AB.PECUN.FERIAS-CLT;;
00488;VANTAGEM PES DEC 1119/94 BNCC;X;X
00489;DIF.REAJ.PERICULOSIDADE-CLT;;
00490;DIF VENC. ART. 7 L 8270/91 AT;X;X
00491;DIF PROV. ART. 7 L 8270/91_AP;X;X
00492;GAE/GCT DIF VC ART 7 L 8270/92;X;X
00493;GAE/GCT DIF VC ART 7 L 8270/92;X;X
00494;VANT PES ART 13 L 8216/92 AT;X;X
00495;FUNCAO APOSENTADO TCU 733/94;X;X
00496;VANT.PES.BIENIO-PAR.291/95 AT;X;X
00497;VANT.PES.BIENIOS-PAR.291/95 AP;;
00498;DIFERENCA VENC. L. 8829/93 AT;X;X
00499;DIFERENCA VENC. L. 8829/93-APO;X;X
00500;SUBSIDIO MENSAL - PR;X;X
00501;VERBA DE REPRESENTACAO EX-PR;;
00502;GRAT.FUNCAO NATUREZA ESPECIAL;X;X
00503;OPCAO 50% FAS;X;X
00504;DIARIAS/PESSOAL MILITAR-PAIS;;
00505;AJUDA DE CUSTO/PESSOAL MILITAR;;
00506;INDENIZACOES/PESSOAL MILITAR;X;X
00507;ABATE TETO (CF ART 37) ATIVO;;
00508;VANTAGEM PESSOAL AGREGADO-APOS;X;X
00509;DEVOLUCAO 13.SALARIO S/PENSAO;X;X
00510;RAV ATIVO (L. 7711/88);X;X
00511;ADIANT. RAV INATIVO L. 7711/88;;
00512;VANTAGEM PES.SENT.JUDIC./CLT23;X;X
00513;ABATE TETO (CF ART 37);;
00514;VANTAGEM PES.SENT.JUDIC.-APOS.;X;X
00515;GRATIFICACAO DESEMP. DE FUNCAO;X;X
00516;DIFERENCA;;
00517;DIFERENCA INDIVIDUAL L 7961/89;X;X
00518;DIFERENCA INDIVIDUAL L 7961/89;X;X
00519;GRATIFICACAO LEI 7995/90 ATIVO;X;X
00520;GRATIFICACAO LEI 7995/90 APOS;X;X
00521;PROLABORE DE EXITO-ATIVO;X;X
00522;CARGO DE DIRECAO - CD;X;X
00523;GRAT.BIENAL JUDICIAL - ATIVO;X;X
00524;GRAT.BIENAL JUDICIAL - APOS.;X;X
00525;BOLSA P.I.C.D.;;
00526;GRAT.P/ENCARGO CURSO/CONC-APOS;X;X
00527;BOLSA P.I.C.D. - DESC. IR;;
00528;VANTAGEM PESSOAL D 90698/84 AP;X;X
00529;GRAT.H.EXTRA INCORP-SUB-JUDICE;X;X
00530;PENSAO TEMPORARIA;X;X
00531;VENCIMENTO SEN.JUDICIAL ATIVO;X;X
00532;PROVENTOS SEN.JUDICIAL APOSENT;X;X
00533;REMUNERACAO - PR/VPR;X;X
00534;SUBSIDIOS EX-PR;X;X
00535;PROVENTOS DISPONIB SENT JUDIC.;X;X
00536;GRAT.DE FUNCAO MAGIST - APOS.;X;X
00537;VANTAGEM PESSOAL-CLT;X;X
00538;PROVENTOS COMPLEMENTAR - APOS.;X;X
00539;GRATIFICACAO COMPLEMENTAR APOS;X;X
00540;LIC.PREMIO PEC ART87 8112/90;;
00541;GRAT.PORT.208/80 SUB-JUDICE;X;X
00542;GRAT.SERV.EXTRAORD.SENT.JUD.;X;X
00543;CARGO DE DIRECAO - CD/APOSENT;X;X
00544;SALARIO GAR.60H TST 1335-APOS.;X;X
00545;AUXILIO-RECLUSAO;;
00546;AUXILIO CRECHE - CLT;;
00547;RAV - ACERTO ATIVIDADE - APOS.;X;X
00548;ABATE TETO L.8112/90-RAV ATIVO;X;X
00549;DIF VENC. ART. 22 L 8216/91;X;X
00550;DIF PROV. ART 22 L 8216/91-AP;X;X
00551;VANTAGEM PESSOAL ON 86;;
00552;DIF.REM.D.LEI 8216 E 8270/91;X;X
00553;COMPLEMENTACAO DE PROVENTOS;X;X
00554;AUXILIO FILHO EXCEPCIONAL-CLT;;
00555;PROVENTOS DECISOES JUDICIAIS;X;X
00556;ABATE TETO 13/GRAT NAT - ATIVO;;
00557;ABATE TETO 13/GRAT NAT - APOS.;;
00558;ABATE TETO 13/GRAT NAT - PENS.;;
00559;INDENIZACAO ART 16 LEI 8216/91;;
00560;FUNCAO GRATIFICADA-FG/APOSENT;X;X
00561;FGR-FUNC GRATIFICADA L 8216/91;X;X
00562;FERIAS INDENIZ.PARECER 280/91;;
00563;ADIANT.ARTIGO 2 LEI 8270/91;X;X
00564;ADIANT.ART.2 LEI 8270/91 APOS.;X;X
00565;CORRECAO DEB TRABALHISTA-CLT;;
00566;GRATIFICACAO DL 2.374/87 ATIVO;X;X
00567;GRATIFICACAO DL 2.374/87 APOS.;X;X
00568;DEVOL.ABAT.TETO GRAT.NAT.ATIVO;X;X
00569;DEVOL.ABAT.TETO GRAT.NAT.APOS;;
00570;GRAT.REGENCIA DE CLASSE/INAT.;X;X
00571;EXERC. ANTERIOR GRAT.NATALINA;;
00572;EXERC. ANTERIOR GRAT.NATALINA;;
00573;13 SALARIO EXERC.ANTERIOR;;
00574;GRAT.NATAL.EXERC.ANTER./PENS;;
00575;ADIANT.ART.2. L.8270/91-PENS.;;
00576;GRAT.RISCO DE VIDA-SENT.JUD.;X;X
00577;VANT.PESS.ART.12 P/4 L.8270/91;X;X
00578;VANT.PESS.ART.12P/5 L.8270/91;X;X
00579;VANT.PESS.ART 12 P.5 L.8270/91;X;X
00580;EXERC. ANTERIOR PENSIONISTA;;
00581;ABATE TETO PRO-LABORE - ATIVO;;
00582;ADIC.ART.13 L.8270/91-MESTRADO;X;X
00583;ADIC.ART.13 L.8270/91-DOUTOR.;X;X
00584;ADIC.ART.13 L.8270/91-DED.EXCL;X;X
00585;FGR-FUNC.GRAT. L.8216/91-APO;X;X
00586;DIF.FERIAS - ABONO PECUNIARIO;;
00587;ADIC. FERIAS IND. CF88 RCT-CLT;;
00588;GRAT.DES.ATIV.ROD.ART.5 L 7995;X;X
00589;GRATIFICACAO EXERC. FUNCAO PM;X;X
00590;FERIAS - ABONO PECUNIARIO - PM;;
00591;GRAT.ATIV.EXECUT/GAE LD.13/92;X;X
00592;GRAT.ATIV.EXECUT/GAE/LD 13 APO;X;X
00593;GRAT.DESEMP.FUNCAO-GADF LD.13;X;X
00594;ABATE TETO LEI 8448/92;;
00595;ABATE TETO LEI 8448/92 - APOS.;;
00596;PENSAO CIVIL;X;X
00597;PENSAO COMPLEMENTAR - CIVIL;X;X
00598;PENSAO ESPECIAL;X;X
00599;ADIANT.GRAT.NAT.BENEF.PENSAO;;
00600;GRAT.NATALINA BENEF.PENSAO;;
00601;PARCELA AUTONOMA;;
00602;VANTAGEM INDIV.ART 9 L.8460/92;X;X
00603;GRAT.ATIV.EXEC./GAE-CLT/LD.13;X;X
00604;VANTAGEM INDIV.ART 9 L 8460/92;X;X
00605;INDENIZACAO DIARIA-CLT;;
00606;VANT.IND.L.8460 ART.6-SUB-JUDI;X;X
00607;VANT.IND.L.8460 ART.6-SUB-JUDI;X;X
00608;GRAT.PRODUTIV. PR.308/91 AT;X;X
00609;GRAT.PRODUT. PR.308/91 - APOS.;X;X
00610;VENCIMENTO DAS - EST 04;X;X
00611;REPRESENTACAO MENSAL - EST04;X;X
00612;CARGO DE DIRECAO - EST04;X;X
00613;GRAT.DES.FUNC-GADF/EST04/LD.13;X;X
00614;ADIANT GRAT NATAL ACERTO AP;;
00615;ADIANT GRAT NATAL ACERTO ATIVO;;
00616;REEMB.ASSIS.MED-HOSPITALAR-CLT;;
00617;REEMB.ASSIS.MED-ODONTOLOG-CLT;;
00618;ABATE TETO L.8112/90-RAV APOS.;X;X
00619;ABATE TETO L.8112/90-RAV PENS.;;
00620;OPCAO - GADF/ATIVO-LD.13/92;X;X
00621;OPCAO  GADF - L.D. 13/92 AP;X;X
00622;GRAT.DES.FUNC GADF/LD 13/92 AP;X;X
00623;DIF. GRATIF. NATAL - RAV ATIVO;;
00624;DIF. GRATIF. NATAL - RAV-APOS.;;
00625;DIF. GRATIF. NATAL - RAV PENS.;;
00626;ABATE TETO RAV L.8477/92 ATIVO;X;X
00627;ABATE TETO RAV L.8477/92-APOS.;X;X
00628;ABATE TETO RAV L.8477/92-PENS.;X;X
00629;COBERTURA MED HOSPITALAR-CLT;;
00630;AJUDA DE CUSTO - D.LEG.92/92;;
00631;DIF.GRAT.ATIV.EXECUT-GAE/LD.13;X;X
00632;DIF.GRAT.ATIV.EXECUT./GAE-APOS;X;X
00633;GRATIF.EXERCICIO CARGOS - PM;X;X
00634;GRATIF.DESEMP.FUNCAO - GDF/PM;X;X
00635;13O.SALARIO - EX.ANTERIOR/PM;;
00636;INDENIZ.HORAS EXTRAS HABIT-CLT;X;X
00637;ADIC.ART.13 L.8270/91-MES-APOS;X;X
00638;ADICIONAL REGIONAL-CLT;X;X
00639;AUXILIO NATALIDADE - CLT;;
00640;A.D.INC. NR 790-4/600(DIF.PSS);;
00641;VANTAGEM PES ART 13 L 8216/92;X;X
00642;REPR.MEN.DL2333/PAR/SAF61/93AT;X;X
00643;REPR.MEN.DL2333/PAR/SAF61/93IN;X;X
00644;ADIC.NOTURNO SAL.MATERNID-CLT;;
00645;VANTAGEM PESSOAL ON 86 - INAT.;;
00646;GRAT.TEMP L 9028/95 E 9651/98;X;X
00647;LICENCA PREMIO PECUNIA (PENS.);X;X
00648;PENSAO ALIMENT.ACERTO RCT-CLT;;
00649;SAL.FAM.PENS.ALIMENT.ACER. JUL;;
00650;ADIC.ART.21 L.8691/93-MESTR-AT;X;X
00651;ADIC.ART.21 L.8691/93-DOUT-AT.;X;X
00652;ADIC.ART21 L.8691/93-MES-APOS.;X;X
00653;ADIC.ART.21 L.8691/93-D.APOS.;X;X
00654;A.D.INC. NR 790-4/600(DIF.PSS);;
00655;GRAT.REPR.FUNCAO GAB.MIL./EMFA;X;X
00656;IPMF-ART 19-LC 77/93 ATIVOS;;
00657;ADIC.ART.21 L.8691/93-APERF-AT;X;X
00658;ADIC.ART.21 L.8691/93-APE-APOS;X;X
00659;RESSARC. ASSISTENCIA A SAUDE;;
00660;FERIAS - PAGTO. ANTECIPADO-PM;;
00661;ABATE TETO FUNCOES/ATIVO;;
00662;ABATE TETO FUNCOES - APOS.;;
00663;AUXILIO ASSIST.MEDICA-CLT;;
00664;MS 978641-0 2VF/PB BIENAL;X;X
00665;ABATE TETO LEI 8852/94 ATIVOS;;
00666;ABATE TETO LEI 8852/94 APOS;;
00667;ADIC. DE IRRADIACAO IONIZANTE;;
00668;AUXILIO PRE-ESCOLAR;;
00669;RAV - ATIVO/INSTITUIDOR PENSAO;X;X
00670;IPMF-ART 19-LC 77/93 APOS.;;
00671;IPMF-ART 19-LC 77/93 PENSIONIS;;
00672;DEVOLUCAO DE PREV.SOCIAL -IPMF;;
00673;P 46090000220/94-71-DE/VP;X;X
00674;P 46090000220/94-71/DE/VP-APOS;X;X
00675;ABONO 5% MP.433/94 - ATIVO;;
00676;ABONO SALARIAL-CLT;;
00677;ABONO DEC. LEI 2352-CLT;X;X
00678;VANTAGEM PES.ART 5 L 8852/94 A;X;X
00679;VANTAGEM PES. ART.5 L 8852/94;X;X
00680;DIFERENCA  DE  URV;;
00681;DIFERENCA DE URV;;
00682;DIFERENCA DE URV;;
00683;GRATIF.AT.D.FUNC.- PM/MP498/94;X;X
00684;OPCAO 55% GADF - PM/MP 498/94;X;X
00685;DIFERENCA DE URV - PM;;
00686;GRAT.REPRESENT.GABINETE - APOS;X;X
00687;GRAT.REPRES.FUNC.GAB.MIL.-APOS;X;X
00688;DESCONTO - FERIAS ANTECIPADAS;;
00689;INDENIZACAO PASSAGEM-CLT;;
00690;ABONO DED.INTEGRAL - BNCC/AT;X;X
00691;ABONO DED.INTEG.-BNCC - APOS.;X;X
00692;ADIC.CARGO COMISSAO-BNCC/AT;X;X
00693;ADIC.CARGO COMISSAO-BNCC-APOS.;X;X
00694;TRIENIOS-CLT;X;X
00695;TRIENIOS - BNCC/APOS;X;X
00696;PRO-LABORE - BNCC/AT;X;X
00697;PRO-LABORE - BNCC/APOS;X;X
00698;HOR.INT.N.COMIS.-BNCC/AT;X;X
00699;HOR.INT.N.COMIS.-BNCC - APOS.;X;X
00700;ASSISTENCIA PRE-ESCOLAR;;
00701;RESS/PENAL.DISCIPL.127/L.8112;X;X
00702;ART 3 LEI 8911/94 - ATIVO;X;X
00703;ART 3 LEI 8911/94 - APOS;X;X
00704;FUNCAO GRATIFICADA-RFG/L.8854;X;X
00705;GRAT.ATIVIDADE EXECUTIVA - AT;X;X
00706;GRAT.ATIVIDADE EXECUTIVA - AP;X;X
00707;GDP- ART.17/LEI 9625/98;X;X
00708;GDP -ART.17-LEI 9625/98;X;X
00709;ABONO ART.1 MP 809/94_- ATIVO;;
00710;FC APOSENTADO ATE 31.10.91;X;X
00711;ABONO ART. MP 809/94 APOS;;
00712;ADIC.GESTAO EDUCACIONAL - AGE;X;X
00713;GT/CAR.POL.FED ART1 MP808/94AT;X;X
00714;GT/CAR.POL.FED ART1 MP808/94AP;X;X
00715;GDAF- ART.1-LEI 9.641/98;X;X
00716;GDAF- ART.1 DA LEI 9.641/98;X;X
00717;GDACTA/DACTA- ART.2/LEI9641/98;X;X
00718;GDACTA/DACTA-ART.2-LEI 9641/98;X;X
00719;VANT. ART.5 MP.925/95_- AT;X;X
00720;VANT. ART.5 MP.925/95 - APO;X;X
00721;1. DECIMO - MP 1160/95  ATIVO;;X
00722;1. DECIMO - MP 1160/95  APOS;;X
00723;2. DECIMO - MP 1160/95  ATIVO;;x
00724;2. DECIMO - MP 1160/95  APOS.;;X
00725;3. DECIMO - MP 1160/95  ATIVO;;x
00726;3. DECIMO - MP 1160/95  APOS.;;X
00727;4. DECIMO - MP 1160/95  ATIVO;;x
00728;4. DECIMO - MP 1160/95  APOS.;;X
00729;5. DECIMO - MP 1160/95  ATIVO;;x
00730;5. DECIMO - MP 1160/95  APOS.;;X
00731;6. DECIMO - MP 1160/95  ATIVO;;x
00732;6. DECIMO - MP 1160/95  APOS.;;X
00733;7. DECIMO - MP 1160/95  ATIVO;;x
00734;7. DECIMO - MP 1160/95  APOS.;;X
00735;8. DECIMO - MP 1160/95  ATIVO;;x
00736;8  DECIMO - MP 1160/95  APOS.;;X
00737;9. DECIMO - MP 1160/95  ATIVO;;x
00738;9. DECIMO - MP 1160/95  APOS.;;X
00739;10.DECIMO - MP 1160/95  ATIVO;;x
00740;10.DECIMO - MP 1160/95  APOS.;;X
00741;RETRIBUICAO RESIDENCIA MEDICA;X;X
00742;CONT.TEMPOR ART 37 C.F PROFES.;X;X
00743;ADIANT.REMUN.MP1684-48/98 - AT;;
00744;ADIANT.REMUN.MP1684-48/98 -APO;;
00745;ADIANT.REMUN.MP1158/95ART2-PEN;;
00746;ADIANT.GRATIF.NATALINA - CDT;;
00747;GRATIFICACAO NATALINA-CDT;;
00748;ADIC. TEMPO DE SERVICO - CDT;X;X
00749;ABONO PECUN.FERIAS -CDT;;
00750;ADICIONAL 1/3 DE FERIAS - CDT;;
00751;FERIAS ANTECIPADAS - CDT;;
00752;AJUDA DE CUSTO - CDT;;
00753;DIARIAS - CDT;;
00754;ADIC. DE PERICULOSIDADE CDT;;X
00755;ADIC. DE INSALUBRIDADE CDT;;
00756;ADIC.P/ SERV.EXTRAORD. CDT;X;X
00757;RETRIBUICAO CARGO EM COMISSAO;X;X
00758;GRAT.ATIV.EM CIEN.TEC-GCT ATI.;X;X
00759;GRAT.ATIV.EM CIEN.TEC-GCT APO.;X;X
00760;GRATIF. ART.14, LEI 8270/91-AT;X;X
00761;GRATIF. ART14, LEI 8270/91-APO;X;X
00762;PROVENTOS FC ATE 31/10/91 AP;X;X
00763;GDD - ART. 12 DA LEI 9.625/98;X;X
00764;GDD-ART.12 DA LEI 9.625/98-APO;X;X
00765;RETRIB.ADIC.VARIAVEL SUSEP- AT;X;X
00766;RETRIB.ADIC.VARIAVEL SUSEP- AP;X;X
00767;RETRIB.ADIC.VARIAVEL SUSEP-PEN;X;X
00768;RETRIB.ADIC.VARIAVEL CVM - AT;X;X
00769;RETRIB.ADIC.VARIAVEL CVM - AP;X;X
00770;RETRIB.ADIC.VARIAVEL CVM - PEN;X;X
00771;ADICIONAL NOTURNO - CDT;;X
00772;FERIAS VENC/INDENIZ/PROPOR/CDT;;
00773;INDENIZACAO DE VIST EMBARCACAO;X;X
00774;COMP PREV MEDICO RES L 8138/90;;
00775;QUINQUENIOS-CLT;X;X
00776;ANUENIOS/QUINQ./TRIENIOS/CLT;X;X
00777;GRAT.ATIV.EXEC/GAE RM GR.JUR;X;X
00778;GRAT.ATIV.EXEC/GAE RM AS.JUR;X;X
00779;GRAT.AT.EX/GAE ART.3 L 8538/92;X;X
00780;GRAT.AT.EX/GAE ART.3 L 8538/92;X;X
00781;GRAT TEMP POL RODOV FEDERAL AT;X;X
00782;GRAT TEMP POL RODOV FEDERAL AP;X;X
00783;VENC. DEFENSORIA PUBLICA ATIVO;X;X
00784;ADIC. T. SERVICO - DEFENSORIA;X;X
00785;REPRES. MENSAL DEFENS. PUBLICA;X;X
00786;DIF. LEI 8622-27/93 DEF. PUBLI;X;X
00787;RESOL 92 STM DEFENS PUBLICA AT;X;X
00788;GRAT. EXT. LEI 7760 DEF. PUBL.;X;X
00789;ABONO PECUNIARIO DEFENS. PUBL.;;
00790;REPRES. MENSAL DEF. PUBL. APOS;X;X
00791;DIF LEI 8622-27/93 DEF PUBL AP;X;X
00792;RES 92 STM DEFENS PUBLICA APO;X;X
00793;GRAT EXT L 7760 DEFEN. PUB. AP;X;X
00794;VANT ART 250 DEFENS PUBL. APOS;X;X
00795;PROVENTO DEFENSORIA PUBLICA AP;X;X
00796;ADIC. TEMPO SERV DEF. PUBL. AP;X;X
00797;RESOLUCAO N.92-STM(S/R.MENS)AT;X;X
00798;RESOLUCAO N.92-STM(S/R.MENS)AP;X;X
00799;VENCIMENTO - DEFENS. PUBL. APO;X;X
00800;DESC.ABONO PECUN.M.P 1.195/95;;
00801;AB.PEC.DEFENS.PUBL DA UNIAO;;
00802;GCT DIF VENC ART 22 L 8216;X;X
00803;GCT DIF VENC ART 22 L 8216;X;X
00804;INDENIZ.AO ERARIO 8.112 ART.46;;
00805;GRAT.ATIV.POLIC.FEDERAL DPF AT;X;X
00806;GRAT.ATIV.POLIC.FEDERAL DPF AP;X;X
00807;VENCIMENTO ART 4. LEI 8216/91;X;X
00808;GRAT.COMPENS.ORGANICA DPF AT;X;X
00809;GRAT.COMPENS.ORGANICA DPF AP;X;X
00810;GAE S/VENC. ART.4.LEI 8216/91;X;X
00811;GRATIFICACAO DE RISCO DPF AT;X;X
00812;GRATIFICACAO DE RISCO DPF AP;X;X
00813;PROVENTO ART. 4 LEI 8216/91;X;X
00814;GAE S/PROV.ART.4.LEI 8216/91;X;X
00815;CONT.TEMPOR ART37 C.F T. FUNAI;X;X
00816;VANT PES ART 5 DEC 95689/88 AT;X;X
00817;VANT PES ART 5 DEC.95689/88 AP;X;X
00818;DIFER IND ART 5 DEC 2280/85 AT;X;X
00819;DIFER IND ART 5 DEC 2280/85 AP;X;X
00820;V.P. PARECER FC 03/89;X;X
00821;V.P PARECER FC 03/89;X;X
00822;DIFERENCA VENC. LEI 8691/93 AT;X;X
00823;DIFERENCA VENC. LEI 8691/93 AP;X;X
00824;RESSARCIMENTO AO MPDFT;;
00825;GRATIF. RAIO X - CDT/CLT;X;X
00826;CPMF - LEI 9.311/96 - ATIVOS;;
00827;CPMF - LEI 9.311/96 - APOSENT;;
00828;CPMF - LEI 9.311/96 - PENS;;
00829;CONT.TEMPOR ART 37 C.F A SAUDE;X;X
00830;CONT.TEMP.ART 37 C.F.L.8997/95;X;X
00831;CONT.TEMPOR ART 37 NAT INDUST;X;X
00832;CONT.TEMP.ART.37 S.E;X;X
00833;PASSIVO TRABALHISTA CLT;X;X
00834;ADICIONAL RISCO DE VIDA-CLT;X;X
00835;ADIC.INSTRUTOR/MONITOR-CLT;X;X
00836;AUXILIO TRANSP MOBILIARIO-CLT;;
00837;LICENCA PREMIO INDENIZADO-CLT;;
00838;HORAS EXTRAS INCORPORADAS CLT;X;X
00839;SAL.FAM SENT JUDICIAL ADIC-CLT;;
00840;INTEGRALIZACAO AUX DOENCA-CLT;;
00841;FGTS MULTA RESCISAO 40%-CLT;;
00842;CONT.TEMPOR ART37 C.F.A.CENSIT;X;X
00843;AUXILIO TRANSFERENCIA-CLT;;
00844;ADIC. DE INSALUBRIDADE-CLT;;
00845;GDCT/LEIS 9.638/98 E 9.647/98;X;X
00846;GDCT/LEIS 9.638/98 E 9.647/98;X;X
00847;GRAT.FUNC.COMISS.TELEC-CLT;X;X
00848;GDC-ART. 13 DA LEI 9.625/98;X;X
00849;GDC- ART. 13 DA LEI 9.625/98;X;X
00850;MEDIA DE COMP SAL MIN PROF-CLT;X;X
00851;GRAT.FUNC.COMISS.E.ELETRICA;X;X
00852;VANTAGEM PESS.ART.15 L.9527/97;X;X
00853;GDCT- LEIS 9.638/98 E 9.647/98;X;X
00854;RESIDUOS ATS-EX-LBA - OC 32/97;X;X
00855;VANT.PESS.ART.15 L 9527/97 AP;X;X
00856;DIFER IND ART 4 D.L.2347 87 AT;X;X
00857;DIFER IND ART 4 D.L 2347 87 AP;X;X
00858;RESIDUOS ATS-EX-LBA-OC32/97-AP;X;X
00859;AUXILIO CRECHE - MRD/CLT;;
00860;MEDIA ADIC.NOT.FERIAS - CLT;X;X
00861;FERIAS - MEDIA HR EX RED.;X;X
00862;PERICULOSIDADE FERIAS-MRD/CLT;;X
00863;ADIC.TEMPO SERV FERIAS-MRD/CLT;X;X
00864;MEDIA SOB AVISO 13.SAL-MRD/CLT;X;X
00865;HORA RED C/ADC.NOTURNO - CLT;X;X
00866;HORA RED/A NOT S/HE120-MRD/CLT;X;X
00867;HORA RED/A NOT S/H SUP-MRD/CLT;X;X
00868;HS RED/AD NOTS/HE100% - CLT;X;X
00869;HS RED S/SUPL C/ADIC - CLT;X;X
00870;INTEG.HS EXT DESC.SEM.REM-CLT;X;X
00871;QUEB CX AV PREVIO IND-MRD/CLT;X;X
00872;QUEB CX 1/12 IND 13.S-MRD/CLT;X;X
00873;MEDIA HE AN S/AB IND-MRD/CLT;X;X
00874;PROCEDIMENTOS ESPEC-MRD/CLT;X;X
00875;MEDIA SOBREAVISO AV PR-CLT;X;X
00876;HORA EXTRA DIURNA 60%-CLT;;
00877;HORA EXTRA NOTURNA 60%-CLT;;
00878;HORA EXTRA NOTURNA 50%-CLT;;
00879;HORAS INTERJORNADA-CLT;;
00880;REFER SUPLEM.DE AUX.DOENCA-CLT;;
00881;GDATM - GRAT.ATIV.TEC.MILITAR;X;X
00882;GDATM - GRAT.ATIV.TEC.MILITAR;X;X
00883;GRAT.DE ATIV.POLIC.ROD.FEDERAL;X;X
00884;GRAT.DE ATIV.POLIC.ROD.FEDERAL;X;X
00885;GRAT. DESGASTE FISICO MENTAL;X;X
00886;GRAT. DESGASTE FISICO MENTAL;X;X
00887;GRAT. ATIVIDADE DE RISCO;X;X
00888;GRAT.ATIVIDADE DE RISCO;X;X
00889;GDA LEI 9620/98-ATIVO;X;X
00890;GDA LEI 9620/98 APOSENTADO;X;X
00891;GDE LEI 9620/98 ATIVO;X;X
00892;GDE LEI 9620/98 APOSENTADO;X;X
00893;MS 978641-0 2VF/PB BIENAL;;
00894;GRAT.ESTIMULO A DOCENCIA AT;X;X
00895;GRAT.ESTIMULO A DOCENCIA AP;X;X
00896;GRAT.ESTIMULO EDUCACAO CDT;X;X
00897;ACERTO DE FERIAS - APOSENTADO;;
00898;INDENIZAÇÃO § 2º ART.12 L.8745;;
00899;CONT.TEMP.DEC.2.625/98 CEPESC;X;X
00900;VANT.PEC.MIN.EST-DEVOLUCAO;X;X
00901;VANT.PESS.ART.15 LEI 9.527/97;X;X
00902;VANT.PES.ART.15 L.9.527/97 AP;X;X
00903;OPCAO DE FUNCAO - APOSENTADO;X;X
00904;REPRESENTACAO MENSAL - APOSENT;X;X
00905;OPCAO GADF;X;X
00906;DECRETO 2.693/98 - FUNCAO - AT;X;X
00907;DECRETO 2.693/98 - FUNCAO - AP;X;X
00908;ART193 8112/90 FUNCAO INTEGRAL;X;X
00909;VANTAGEM ARTIGO 180 L1711/52;X;X
00910;ART. 193 8112/90 FG/REPRESENT.;X;X
00911;VANT ART 180 L.1711/52 FG/GR;X;X
00912;DECIMOS/QUINTOS INCORPORADOS;;X
00913;GRAT.CARG.COMISS. DE PETROLEO;X;X
00914;DEC. LEI 2438/88;X;X
00915;DEC. LEI 2438/88;X;X
00916;DEC. LEI 2438/88;X;X
00917;DEC. LEI 2438/88;X;X
00918;SALARIO FAMILIA CDT 8745/93;;
00919;AQUIS.LIC-PREMIO-PEC/ESPEC-CLT;;
00920;AB MENS GEA/EQA-ACT-98/99-CLT;;
00921;DIF.AB.MS.GEA/EQA-ACT98/99-CLT;;
00922;ADTO.AB.MS GEA/EQAACT98/99-CLT;;
00923;ABONO SALARIAL-ACT-CLT;;
00924;ADTO.AB.SALARIAL-ACT-98/99-CLT;;
00925;COMP.OPTAT PROV.ACORDADA-CLT;;
00926;AB.M.GEA/EQA(S.MT)ACT98/99-CLT;;
00927;DIARIAS DE TREINAMENTO-CLT;;
00928;FOLGA REMUNERADA-CLT;X;X
00929;REEMBOLSO DE DESP. TRANSP CLT;X;X
00930;13.SAL DOENCA PROF/COMPLEM-CLT;;
00931;PROLABORE/VPNI-CLT;;X
00932;HORAS EXT INTERJORN DIURNA-CLT;;
00933;HORAS EXT INTERJORNADA NOT-CLT;;
00934;FUNCAO COMIS.TECNICA/AUX.CLT;X;X
00935;PREMIO INCENTIVO GEIPOT CLT;;
00936;ADIANT.AUX DOENCA CLT;;
00937;GED-PLANO DE AVALIACAO/MEC  AT;X;X
00938;GED-PLANO DE AVALIACAO/MEC  AP;X;X
00939;ADIANT.AB FERIAS ART 7 CF-CLT;;
00940;SALARIO EDUCACAO CORRECAO-CLT;;
00941;INDENIZACAO ADIC NOTURNO-CLT;;
00942;GRAT.CARGO COMISS. PETROLEO;X;X
00943;GRIPE;X;X
00944;GRIPE;X;X
00945;GRIPE;X;X
00946;GRIPE;X;X
00947;GDAF;X;X
00948;GDAF;X;X
00949;GDAF;X;X
00950;GDAF;X;X
00951;AUXILIO-TRANSPORTE;;
00952;ADIANTAMENTO A  PESSOAL-CLT;;
00953;GRAT.DE DES DE ATIV-COMUNI/CLT;X;X
00954;AUXILIO CRECHE-CLT;;
00955;VANTAGEM ADMINIST. 28.86%-ATIV;;
00956;VANTAGEM ADMINIST.28.86%-APOS;;
00957;VANTAGEM ADMINIST.28.86%-PENS;;
00958;SAL MATERNIDADE/EMPREGADOR-CLT;X;X
00959;AUX ALIMENT PORT 133/86-CLT;X;X
00960;DIF.VENC.DECISAO TCU 068/98;X;X
00961;DIF.VENC.DECISAO TCU 068/98;X;X
00962;GAE/GCT DIF.VENC.DEC.TCU68/98;X;X
00963;GAE/GCT DIF.VENC.DEC.TCU 68/98;X;X
00964;COMPLEMENTACAO SALARIAL AT;X;X
00965;COMPLEMENTACAO SALARIAL 0 AP;X;X
00966;VANT.PES.NOM.IDENT.DL.2.347/87;X;X
00967;VANT.PES.NOM.IDENT.L.2.347/87;X;X
00968;ACIDENTE DE TRABALHO - CLT;;
00969;AUX.DOENCA INSS CARTA CONC-CLT;;
00970;FUNC.COMIS.VIG.SANITARIA;X;X
00971;ADIC.DE CONDUTOR RES.200/99;X;X
00972;EXERC.ANTERIORES SENT.JUDICIAL;;
00973;GRAT.DESEMP.ATIV.TRIBUTARIA AT;X;X
